University,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Christopher Newport University,No,883,766,428,3,37,2910,1749,7860,4750,525,1889,75.0,82,21.2,16,4639,48,5.338047710716957,5.308153092593613,3.943223687030702,1.2693752740102677,3.7808400048227444,11.0446513168162,60.47017894739613,9.611239042489787,10.1034620393768,2797.1408339686877,39465.53223109407,8.931273828043768,5.900304933741678,1.827440956295351,0.8674971687429218,Low,0,0,-0.5754761667345228,-0.44678415927513915,-0.048761714245170354,-2.4898468540270966,0.44020598365431646,1.1258082122819866,-0.5666180664264522,-0.048422640127014555,0.9433702720843187,0.04516955486019143,0.01436886348154269,1.7048650709580508,-0.4321419230686565,-1.8422222933987824,0.8214135202884131,-1.0977194109733543,-1.6310663255951814
Claflin College,Yes,1196,697,499,21,47,959,13,4412,2460,500,1000,69.0,69,16.9,31,7083,21,5.52003321419981,5.248731790918573,4.003023466071104,4.61773086410158,3.560163116683708,2.919277627428197,49.06841612968556,9.502670860800531,9.01750885336023,2367.6971460616746,25106.93423290231,7.56525823478441,8.664190735529143,1.8313507321598064,0.5827759197324415,Low,0,1,-0.2812679940427819,-0.5460118738700462,0.11532173331458948,-0.1932470423613438,-0.7284011257308174,-1.7590097315881188,-1.785791891201808,-0.22842386689854197,-0.38404127330500104,-0.3584056382346787,-0.8740644345850307,0.7391659776222961,0.7415021812454939,-0.4741627768387028,-1.1153194887770854,-1.0977194109733543,0.6130958528832952
Claremont McKenna College,Yes,1860,767,227,71,93,887,1,17000,6010,500,850,99.0,99,9.6,52,18443,87,5.777731445471169,5.308971582769306,3.680629920666159,7.7454549301539934,3.542544617904109,0.0,79.69652079343818,9.502670860800531,8.74813681377624,4872.2320217118595,64655.72972029902,4.878172502210449,11.535678590176726,1.8374898619908846,0.41236559139784945,High,2,1,0.13534170440709414,-0.445417361388472,-0.7692876289594262,1.95202406393789,-0.8217008958343398,-2.7954647679567564,1.489226551606418,-0.22842386689854197,-0.7133073594983343,1.9952630138290124,1.5730036436391222,-1.1604582056350563,1.9608379399940299,1.6739641951340372,-2.274485898443775,1.8145208041217669,0.6130958528832952
Clark University,Yes,2887,2059,457,30,61,1928,296,17500,4200,500,950,94.0,95,10.5,35,11951,79,6.026091471713682,5.9074840317331265,3.968939756759842,5.434512156192033,3.705156375805209,7.6373174144759615,80.52300861308431,9.502670860800531,8.932140965162741,4392.781938782297,58032.99277532507,5.2445943428256845,9.275276881632609,1.8350954885076562,0.713197090405265,High,2,1,0.5368547265548591,0.5540394124140321,0.021800107998247276,0.3669741501362814,0.03941898833365029,-0.0839254391149651,1.5776016855500083,-0.22842386689854197,-0.48839044954759636,1.5446936720354811,1.1632240797157132,-0.9014177956963633,1.0009910690058206,0.8361551893264841,-0.22816762638228102,1.8145208041217669,0.6130958528832952
Clarke College,Yes,460,340,167,14,45,604,350,10740,3676,350,900,67.0,71,11.0,27,7963,74,4.932872253017589,4.783747634543557,3.5440406992492552,3.7757494643672955,3.4512881600133976,7.93379843709479,67.64332838203181,8.729291720840871,8.842506598639705,2232.4911398680765,27058.81466023696,5.442866458260426,8.010865648125515,1.8322835117518899,0.7391304347826086,Medium,1,1,-1.2305059836589396,-1.3224895655277928,-1.1440721299932306,-0.7707527080612918,-1.3049546990201129,0.02133664565349253,0.20039631299264127,-1.5106521568656046,-0.5979547424825227,-0.48546721020260253,-0.7532925064547982,-0.7612501409097624,0.46407713838160014,-0.1477762927938863,-0.051763637338190505,0.3584006965742063,0.6130958528832952
Clarkson University,Yes,2174,1953,557,35,68,2332,53,15960,5580,700,1300,95.0,95,15.8,32,11659,77,5.86677649513875,5.8764895591135025,4.045006896311964,5.811354652879335,3.7409767188558174,4.861748707197349,77.92485132724285,10.265383834059623,9.45926910861573,4486.687340503674,58032.99277532507,7.194768122981464,8.820611540394847,1.834941280482378,0.8983440662373505,High,2,1,0.2792970241911941,0.5022816993309546,0.23051924883802855,0.6254462220634173,0.22910766802529944,-1.0693583210092592,1.299784526379937,1.036120392064417,0.1559430194537629,1.6329424732160491,1.1632240797157132,0.4772495201356816,0.8079240121706287,0.7821966597775428,1.03124051708738,1.8145208041217669,0.6130958528832952
Clemson University,No,8065,5257,2301,37,65,11755,770,8116,3610,800,1618,82.0,88,18.0,17,7597,73,6.576001346881212,6.4384792613313735,4.5275669611958955,5.950905246358549,3.992346217948028,9.396606050584769,61.17169090495555,10.577309512175834,9.834340667239921,3343.323684287649,47487.224979564795,7.926466069189679,6.117876942980019,1.8319158286598891,0.651828890266584,Low,0,0,1.425870480127926,1.4407490873716282,1.5546064005199878,0.7211624200833137,1.5602492578806921,0.5406892087653976,-0.4916064186578401,1.5532793225065122,0.6144105884759513,0.5584518675118793,0.5107083351693819,0.994520367361471,-0.3397531182413292,-0.27643132840932,-0.64560685625566,-1.0977194109733543,-1.6310663255951814
Clinch Valley Coll. of  the Univ. of Virginia,No,689,561,250,15,30,1125,422,7168,3689,600,1900,67.0,67,18.1,9,4417,46,5.186193810250838,5.110590121282921,3.7222613125627264,3.912896621040344,3.5952821932724355,8.270628530128414,58.49552464220208,9.911870086910547,10.113612769182097,2232.4911398680765,23244.601297193447,7.958870720536977,4.135098422421764,1.8269272231003464,0.8142235123367199,Low,0,0,-0.8209718667613101,-0.7766948407837152,-0.6550560645838286,-0.676685000581864,-0.5424260427816214,0.1409241912315992,-0.7777649636529952,0.450010288926062,0.9557779855209387,-0.48546721020260253,-0.9892956425607811,1.0174287020688955,-1.1817113204611744,-2.0219813411714367,0.4590350563202842,-1.0977194109733543,-1.6310663255951814
Coe College,Yes,1006,742,275,29,60,1127,205,13925,4390,500,2200,73.0,86,12.7,32,10141,67,5.416767285047744,5.288158741184141,3.7627734193210793,5.353618702746615,3.595666085621721,7.00430568241221,74.22548275312985,9.502670860800531,10.37136003078452,2650.022148392148,44711.16894989349,6.092161014487607,8.820611540394847,1.8340319337604596,0.7375745526838966,Medium,1,1,-0.4482136008944108,-0.4801727545977274,-0.5438956848719161,0.3114902312545731,-0.5403931188429315,-0.3086687768549612,0.9042164545069317,-0.22842386689854197,1.2708345600115423,-0.09308710977675971,0.3389408259481421,-0.3022340305882601,0.8079240121706287,0.46400951046216593,-0.062347070184394435,0.3584006965742063,0.6130958528832952
Coker College,Yes,604,452,295,15,47,690,222,9888,4502,400,1000,64.0,77,12.1,39,8741,75,5.104464374880176,4.9709954084378225,3.792237022415062,3.912896621040344,3.483769898971322,7.139643017346398,65.66873920232459,9.014694833976261,9.01750885336023,2037.1282036672906,33467.66720923342,5.8671049482622815,9.85113937380516,1.8329848609961648,0.7483443708609272,Medium,1,1,-0.9531003460926099,-1.009804246580691,-0.46305107890896174,-0.676685000581864,-1.132945788655621,-0.2606188548183158,-0.010743620460831344,-1.0374664620381557,-0.38404127330500104,-0.6690620258234224,-0.3567469657519844,-0.46133648899060975,1.2455227419124493,0.09763099942084716,0.010911467552355232,0.3584006965742063,0.6130958528832952
Colby College,Yes,2848,1319,456,58,84,1720,35,18930,5590,500,1000,83.0,94,10.2,41,15954,91,6.018528147255027,5.642691168348485,3.968084674338515,7.156133307455386,3.68293752496271,4.259891121389493,82.8043273066122,9.502670860800531,9.01750885336023,3425.3200408639627,56445.99688283852,5.123864622430816,10.12756185867775,1.8367515055309338,0.4631320224719101,High,2,1,0.5246274236880376,0.11186144030582072,0.01945386401724006,1.5478149256655516,-0.07824220979124237,-1.283040747143142,1.821539757371641,-0.22842386689854197,-0.38404127330500104,0.6355089913449042,1.0650292563104273,-0.986767173916724,1.3629015494814063,1.4156078042133966,-1.9291621013780962,1.8145208041217669,0.6130958528832952
Colgate University,Yes,4856,2492,727,46,75,2649,25,19510,5565,500,750,95.0,98,10.5,45,15494,93,6.309642709855376,6.0184584987014,4.143814216720859,6.517276073871263,3.764157255805762,3.7896501633318223,83.69734585230519,9.502670860800531,8.542878851701946,4486.687340503674,62958.47816557827,5.2445943428256845,10.660094564281724,1.8365953418462377,0.5131795716639209,High,2,1,0.9952598744462602,0.7393558296791773,0.5016347284768342,1.1096298635196908,0.35186153005185966,-1.4499942443735705,1.9170289245604804,-0.22842386689854197,-0.9642037997398595,1.6329424732160491,1.4679867891663476,-0.9014177956963633,1.5890338556289196,1.3609649749576833,-1.5887282880260454,1.8145208041217669,0.6130958528832952
College Misericordia,Yes,1432,888,317,29,58,1121,493,10860,5760,550,900,56.0,62,12.9,23,8604,96,5.626140770277587,5.400397179237296,3.8220956347077903,5.353618702746615,3.594511908782858,8.555396720292523,67.91307576883082,9.715390024589627,8.842506598639705,1559.8481122051853,18969.870093350863,6.166254230007078,7.305625713076967,1.8328684840848908,0.6201117318435754,Medium,1,1,-0.10972845059024133,-0.2927456302539534,-0.38112261490860133,0.3114902312545731,-0.5465051284455542,0.24202777319998847,0.22924000659904303,0.12425506576926057,-0.5979547424825227,-1.1175920904074985,-1.253793161208231,-0.24985413726745317,0.16460720682316513,0.05690985670173381,-0.8613535484505214,0.3584006965742063,0.6130958528832952
College of Charleston,No,4772,3140,1265,22,55,6851,1200,6120,3460,666,2316,73.0,78,17.2,18,4776,51,6.300302763031795,6.150872963024443,4.336783383580002,4.72006404693986,3.9180889577335294,10.271282626754711,55.250946429116404,10.150434175300996,10.462363887649751,2650.022148392148,34618.54631426671,7.664655049418726,6.329097661694977,1.8277394720826017,0.6580050293378038,Low,0,0,0.980160382259167,0.9604749284484918,1.0311190623502144,-0.12305785184375591,1.1670156803097993,0.8512327946331351,-1.124702967282222,0.8455389595343643,1.3820728452648627,-0.09308710977675971,-0.28553671812966114,0.809434146043267,-0.25006129701322827,-1.7377694097170473,-0.60359547688239,-1.0977194109733543,-1.6310663255951814
College of Mount St. Joseph,Yes,798,620,238,14,41,1165,1232,9800,4430,400,1150,46.0,46,11.1,35,6889,100,5.276427489128453,5.174491575265412,3.701119508843938,3.7757494643672955,3.602806171567219,10.324378761446699,65.45851332017735,9.014694833976261,9.251767375413102,1052.6242441965287,8677.382214256915,5.482096185079573,9.275276881632609,1.8311207144037016,0.7769423558897243,Medium,1,1,-0.6750949410184975,-0.6699857135981411,-0.7130666475237222,-0.7707527080612918,-0.5025823844796993,0.870083950034103,-0.03322276661585463,-1.0374664620381557,-0.0976960875429358,-1.5942622016194825,-1.890637298281031,-0.7335168472284893,1.0009910690058206,-0.5546476923750963,0.2054408951610178,0.3584006965742063,0.6130958528832952
College of Mount St. Vincent,Yes,946,648,177,23,46,707,432,11790,5770,500,1000,75.0,77,11.9,35,10015,83,5.3797419885804265,5.202575520171173,3.5704158430607547,4.818997178837589,3.4896075677314724,8.313237795678251,69.94007924061256,9.502670860800531,9.01750885336023,2797.1408339686877,33467.66720923342,5.791125549906482,9.275276881632609,1.833947024628305,0.6849894291754757,Medium,1,1,-0.5080708126423001,-0.6230882948063455,-1.0717018872277622,-0.055200718403029835,-1.102032079146317,0.1560521076243964,0.44598452365621244,-0.22842386689854197,-0.38404127330500104,0.04516955486019143,-0.3567469657519844,-0.5150498114932618,1.0009910690058206,0.4342991765928868,-0.4200419905266278,0.3584006965742063,0.6130958528832952
College of Notre Dame,Yes,344,264,97,11,42,500,331,12600,5520,630,2250,77.0,80,10.4,7,9773,43,4.745951319028746,4.614203503026604,3.2859247891612267,3.3150176007474266,3.4035295462728734,7.834501970038455,71.62161491904696,10.023005814993539,10.411117942427786,2948.2301091785516,36992.96354026978,5.204502215977128,3.513908539388445,1.8337792343543313,0.7674418604651163,Medium,1,1,-1.5326930555642164,-1.6056115473619996,-1.8523113421925632,-1.086763562568219,-1.5578631754002565,-0.01391739199170982,0.6257886747642023,0.6342683936656499,1.3194325213375049,0.18715763184081718,-0.13862047133804148,-0.9297607595238646,-1.4454906138784915,0.375588117684701,0.1408165541423512,0.3584006965742063,0.6130958528832952
College of Notre Dame of Maryland,Yes,457,356,177,35,61,667,1983,11180,5620,600,700,64.0,64,11.5,32,7477,75,4.928707264984022,4.814242223319055,3.5704158430607547,5.811354652879335,3.4755868952390543,11.308888708429901,68.62296405243697,9.911870086910547,8.430546202210584,2037.1282036672906,20615.457243900444,5.637657762251316,8.820611540394847,1.8317892737028338,0.7789934354485777,Medium,1,1,-1.2372393415099083,-1.2715666091736546,-1.0717018872277622,0.6254462220634173,-1.176279353934229,1.2196225767541333,0.30514732266274486,0.450010288926062,-1.101513269226264,-0.6690620258234224,-1.1519730239216481,-0.6235432314264993,0.8079240121706287,-0.3207138446889161,0.21939276387350962,0.3584006965742063,0.6130958528832952
College of Saint Benedict,Yes,938,864,511,29,62,1715,103,12247,4221,500,600,70.0,88,13.1,26,8847,72,5.3746154782305045,5.383368062362508,4.012156757938682,5.353618702746615,3.682363651121234,5.878384950812178,70.89779351513197,9.502670860800531,8.18162464989385,2436.7893025328367,47487.224979564795,6.239901345838685,7.8398782563579585,1.8330729923443345,0.9211087420042644,Medium,1,1,-0.5163586224594046,-0.32118257628882235,0.14038239476267148,0.3114902312545731,-0.08128119161074647,-0.7084136321761657,0.5483915105209182,-0.22842386689854197,-1.4057817650474291,-0.29347540133892097,0.5107083351693819,-0.19778961228228817,0.3914698171492021,0.128468810525835,1.186090564815404,0.3584006965742063,0.6130958528832952
College of Saint Catherine,Yes,511,411,186,23,51,1692,562,12224,4440,450,1000,63.0,87,11.5,32,7315,77,4.999525988391545,4.908878983975256,3.592723856342787,4.818997178837589,3.6796973307836556,8.798697382371099,70.8501595539345,9.270525807002555,9.01750885336023,1973.9929282613914,46086.272753520185,5.637657762251316,8.820611540394847,1.8316133711177727,0.8043052837573386,Medium,1,1,-1.122749743122461,-1.1135325504797748,-1.0104913646094145,-0.055200718403029835,-0.09540084378034308,0.32840879917500665,0.5432980807074069,-0.6133100630418952,-0.38404127330500104,-0.7283942076217277,0.4240248994484804,-0.6235432314264993,0.8079240121706287,-0.3822634612969213,0.39156920771255527,0.3584006965742063,0.6130958528832952
College of Saint Elizabeth,Yes,444,359,122,34,53,493,968,10900,5250,380,1000,68.0,70,11.4,23,9447,78,4.910313284720791,4.819796458508065,3.3975036926544715,5.739346337815967,3.399886735234572,9.842951420088228,68.00255648013339,8.90448488799467,9.01750885336023,2299.597751802593,26071.58053472029,5.598967634870062,7.305625713076967,1.8335428021662619,0.8085585585585585,Medium,1,1,-1.2669761019562304,-1.262291584080094,-1.5461521647859078,0.5760565206522865,-1.5771538900437572,0.6991588595567936,0.2388080482068652,-1.2201896611416496,-0.38404127330500104,-0.42240291415622744,-0.8143772774197001,-0.6508950575092252,0.16460720682316513,0.292858744921895,0.4205008653699223,0.3584006965742063,0.6130958528832952
College of Saint Rose,Yes,983,664,249,23,57,1698,894,9990,5666,800,1500,66.0,71,14.3,28,6084,64,5.402861731907908,5.218046265283665,3.7205446503913824,4.818997178837589,3.6803971300776737,9.686693297008215,65.91087866375833,10.577309512175834,9.703857838201385,2166.3773306690255,27058.81466023696,6.672921618566724,8.178628549458342,1.8300480573161995,0.6754832146490336,Medium,1,1,-0.470694113359649,-0.5972536759521819,-0.6597663804393311,-0.055200718403029835,-0.09169501650940118,0.6436812588249757,0.01514799805860137,1.5532793225065122,0.45491530270202957,-0.5475985071923998,-0.7532925064547982,0.10833228473918503,0.5353152264185853,-0.9299783474911485,-0.48470523406255583,0.3584006965742063,0.6130958528832952
College of Santa Fe,Yes,546,447,189,16,42,873,683,11138,4138,600,1200,40.0,74,14.0,7,8820,80,5.041259178235229,4.963750373436026,3.599884401044797,4.043409132038042,3.538916217323,9.166753059865755,68.53055833545017,9.911870086910547,9.32358530355288,795.9675972970406,30158.03455349912,6.566038151310228,3.513908539388445,1.8330506988440267,0.8186813186813187,Medium,1,1,-1.0552814816976444,-1.021902740641287,-0.9908436856385981,-0.5871679226871698,-0.8409152990758328,0.4590826196500652,0.29526651447447805,0.450010288926062,-0.009909663407681455,-1.8354585650737079,-0.5615293446508958,0.0327714581047688,-1.4454906138784915,0.12066814974351357,0.4893579799714386,0.3584006965742063,0.6130958528832952
College of St. Joseph,Yes,141,118,55,12,21,201,173,8300,4850,450,1300,53.0,53,9.5,19,6936,76,4.1465897310130755,4.054072945459004,2.9923472083582627,3.4779670941379464,3.143452289538583,6.719519529147808,61.66697632686607,9.270525807002555,9.45926910861573,1397.2527513082268,12577.188313886023,4.836649035820484,6.534472866673584,1.8311773496940587,0.8368794326241135,Low,0,1,-2.5016552762738766,-2.5409743471565824,-2.6578531411322968,-0.9749983196713342,-2.9351171949402937,-0.40977873640991264,-0.4386462727716115,-0.6133100630418952,0.1559430194537629,-1.27039315843607,-1.6493381411244652,-1.1898130490517917,-0.16285168859179217,-0.534830585044088,0.61314532671228,-1.0977194109733543,0.6130958528832952
College of St. Scholastica,Yes,672,596,278,29,60,1350,275,11844,3696,450,1146,54.0,76,11.6,33,8996,72,5.170747119451636,5.149317253017809,3.767347783220598,5.353618702746615,3.6339221889188957,7.508663903085353,70.05450049036857,9.270525807002555,9.245897708152143,1450.45811339991,32340.751369602982,5.676217068867042,8.97452607649717,1.833194159071702,0.8869047619047619,Medium,1,1,-0.8459438705044319,-0.712024349452438,-0.5313441769722156,0.3114902312545731,-0.33780573115834694,-0.12960234855806538,0.4582194205691634,-0.6133100630418952,-0.10487085731213011,-1.2203927395581404,-0.4264744945937568,-0.5962838885447581,0.8732815923383459,0.17086594535204086,0.9534279956171087,0.3584006965742063,0.6130958528832952
College of the Holy Cross,Yes,2994,1691,659,70,95,2675,22,18000,6300,400,900,92.0,96,11.3,55,12138,95,6.04629165412628,5.7914317848466155,4.1078552786720435,7.703114507680223,3.7659071908361126,3.61505348869291,81.33413398839762,9.014694833976261,8.842506598639705,4207.948159114593,59647.28650004573,5.560145089438339,11.891964015137606,1.8351912283650722,0.5647962591850367,High,2,1,0.5695114966926533,0.3602436033769247,0.4029676995961576,1.9229832396697435,0.3611284113037898,-1.5119827312041771,1.6643341357862993,-1.0374664620381557,-0.5979547424825227,1.37099376580703,1.2631079470739583,-0.678340495986942,2.1121293892239406,0.8696552741376758,-1.237620870198286,1.8145208041217669,0.6130958528832952
College of William and Mary,No,7117,3106,1217,68,88,5186,134,11720,4298,600,800,89.0,92,12.1,31,9534,93,6.511269463138102,6.1446840422887075,4.323833614962627,7.6170666571932575,3.876237196537535,6.299777257260397,69.79124212120443,9.911870086910547,8.648479600106288,3938.140272384894,53353.18359977521,5.8671049482622815,8.664190735529143,1.833607116812409,0.4364198398201489,Medium,1,0,1.3212212148486766,0.9501400410746929,0.9955864447730747,1.8639639772570498,0.9453872801344545,-0.5588032716535111,0.43006958812926993,0.450010288926062,-0.835123048894733,1.1174383566772665,0.8736625013025863,-0.46133648899060975,0.7415021812454939,0.3153629156892724,-2.1108639099563113,0.3584006965742063,-1.6310663255951814
College of Wooster,Yes,2100,1883,553,29,65,1704,1,16240,4690,500,500,84.0,96,11.1,43,14140,69,5.847096162989408,5.855017795447642,4.042276770679928,5.353618702746615,3.6810939239388074,0.0,78.40912054507538,9.502670860800531,7.890855810096345,3508.30890518449,59647.28650004573,5.482096185079573,10.397054457490185,1.8360909718703515,0.8966666666666666,High,2,1,0.2474806737192458,0.46642597121956175,0.2230281103561777,0.3114902312545731,-0.08800510468055671,-2.7954647679567564,1.3515667256736084,-0.22842386689854197,-1.7612021643396472,0.7134988370127088,1.2631079470739583,-0.7335168472284893,1.4773376812303964,1.1844821868645508,1.0198304971846637,1.8145208041217669,0.6130958528832952
Colorado College,Yes,3207,1577,490,56,87,1892,7,17142,4190,450,1200,85.0,97,11.3,51,14664,84,6.08429145579165,5.749907883066244,3.996005601053297,7.056958567922015,3.701525839664214,2.145576604714225,79.9328481384042,9.270525807002555,9.32358530355288,3592.2902607546,61289.05591242347,5.560145089438339,11.414537756392667,1.8362946676356173,0.49173682569379484,High,2,1,0.6309441492757225,0.2909027818435512,0.0960655503468763,1.479792076238102,0.020193276112380865,-2.033703140019409,1.5144966890112823,-0.6133100630418952,-0.009909663407681455,0.7924213890142526,1.3646918631281069,-0.678340495986942,1.9093972381855786,1.2557568429614134,-1.7345862950054285,1.8145208041217669,0.6130958528832952
Colorado State University,No,9478,6312,2194,29,65,15646,1829,8412,4180,470,1800,87.0,89,19.2,10,7850,59,6.658694409975896,6.538074356516063,4.5130161365168995,5.353618702746615,4.02827415652626,11.138393481495225,61.96493339517732,9.365958434056012,10.019259575285039,3763.230380637817,48914.209492885086,8.310838038076563,4.420803225514992,1.8321728161293478,0.6659632833931209,Low,0,0,1.5595568151478025,1.6070630758144318,1.514680676437392,0.3114902312545731,1.750507715855782,1.1590902604807625,-0.4067861591734216,-0.4550870028747937,0.840445648422016,0.9530645509285739,0.5990025096854961,1.266250546496598,-1.0603909108017935,-0.18650951053073378,-0.5494617816382577,-1.0977194109733543,-1.6310663255951814
Columbia College MO,Yes,314,158,132,10,28,690,5346,8294,3700,400,900,87.0,87,15.3,2,5015,37,4.6864240792472005,4.260789288824349,3.434939088341612,3.140658651142298,3.483769898971322,13.515171782409212,61.65094003745506,9.014694833976261,8.842506598639705,3763.230380637817,46086.272753520185,7.023054080272134,1.435570769429468,1.828229856639625,0.5031847133757962,Low,0,1,-1.628928195761314,-2.195778436879589,-1.4434339125836755,-1.2063544244260114,-1.132945788655621,2.0029373194822053,-0.4403610097477271,-1.0374664620381557,-0.5979547424825227,0.9530645509285739,0.4240248994484804,0.35585698539765914,-2.328026668337858,-1.5661802232092483,-1.6567153878115992,-1.0977194109733543,0.6130958528832952
Columbia College,Yes,737,614,242,21,67,968,237,10425,3975,500,1500,61.0,77,14.7,34,8693,76,5.227692122192279,5.168297027925209,3.708300855341823,4.61773086410158,3.5622517850492152,7.251512623819878,66.92569492639191,9.502670860800531,9.703857838201385,1850.701062143412,33467.66720923342,6.814084059463645,9.126046493076482,1.8329444084857363,0.8331071913161465,Medium,1,1,-0.753883322385942,-0.6803299968465929,-0.6933618909108576,-0.1932470423613438,-0.7173404626878371,-0.22090087254878993,0.12366081700949194,-0.22842386689854197,0.45491530270202957,-0.8442593142160162,-0.3567469657519844,0.2081264905007414,0.9376225443004441,0.08347636657767588,0.5874857586797196,0.3584006965742063,0.6130958528832952
Columbia University,Yes,6756,1930,871,78,96,3376,55,18624,6664,550,300,97.0,98,5.9,21,30639,99,6.484146207210359,5.86952666644287,4.2085856031040665,8.030063136282875,3.8065229026888705,4.916684846997572,82.32592813643716,9.715390024589627,7.096776161387666,4677.47509485812,62958.47816557827,3.2028376127203932,6.929403951155235,1.839662558868111,0.28567199526346954,High,2,1,1.277372208135329,0.4906543551429244,0.6793596724737255,2.1472336631000544,0.5762112413370222,-1.0498538935304813,1.770385233689945,0.12425506576926057,-2.73184298682397,1.8122377032356005,1.4679867891663476,-2.3448293005169343,0.0048500806392386695,2.434206915570417,-3.136282025439673,1.8145208041217669,0.6130958528832952
Concordia College at St. Paul,Yes,281,266,139,13,29,1049,181,10500,3750,450,950,69.0,75,12.8,18,6955,45,4.613444679013165,4.619304909531357,3.4592478987717046,3.631117880323472,3.580045931673338,6.7949078912644305,67.09783771091139,9.270525807002555,8.932140965162741,2367.6971460616746,31237.605304478584,6.129263988156606,6.329097661694977,1.831200077191436,0.9466192170818505,Medium,1,1,-1.7469108678757324,-1.5970927015202416,-1.3767334416880999,-0.8699539009271027,-0.6231105393562639,-0.3830129889985601,0.1420677932258447,-0.6133100630418952,-0.48839044954759636,-0.3584056382346787,-0.4947312768374728,-0.27600423628062626,-0.25006129701322827,-0.5268780654745034,1.3596181091466144,0.3584006965742063,0.6130958528832952
Concordia Lutheran College,Yes,232,216,106,16,34,534,172,6900,3800,450,1825,67.0,76,12.1,9,6875,42,4.486091768267716,4.477567540292379,3.329565396171535,4.043409132038042,3.4203802186793166,6.709876109567898,57.69715432294186,9.270525807002555,10.043294559277673,2232.4911398680765,32340.751369602982,5.8671049482622815,4.135098422421764,1.8311037290401468,0.9310344827586207,Low,0,1,-1.9527968667070805,-1.8337801322196265,-1.732566731647865,-0.5871679226871698,-1.4686294738642682,-0.4132025186146285,-0.8631335343978341,-0.6133100630418952,0.8698247373697621,-0.48546721020260253,-0.4264744945937568,-0.46133648899060975,-1.1817113204611744,-0.5605909968147662,1.2536075127959212,-1.0977194109733543,0.6130958528832952
Concordia University CA,Yes,688,497,144,30,75,641,101,10800,4440,570,1515,55.0,60,13.1,13,8415,55,5.185296564289971,5.032581471564874,3.475762340683434,5.434512156192033,3.465912281716413,5.847416939712312,67.77844806036023,9.79577979342351,9.72096152580224,1504.656575461497,17408.082037358414,6.239901345838685,5.203164536960752,1.8327031630248543,0.7223837209302325,Medium,1,1,-0.8224224058951953,-0.9069615938159515,-1.3314197865729003,0.3669741501362814,-1.2275118243503824,-0.7194084586939341,0.21484446260457613,0.2575377346399167,0.47582194276944095,-1.1694590422937714,-1.3504282584260159,-0.19778961228228817,-0.7281725029254713,-0.0009372059718400408,-0.16567825953092133,0.3584006965742063,0.6130958528832952
Concordia University,Yes,528,403,186,22,56,1168,145,9216,4191,400,1000,56.0,64,12.1,13,7309,75,5.020167338392964,4.895986573917944,3.592723856342787,4.72006404693986,3.6033577519243103,6.4282818545025044,64.03096195567198,9.014694833976261,9.01750885336023,1559.8481122051853,20615.457243900444,5.8671049482622815,5.203164536960752,1.8316067409927508,0.7632575757575758,Medium,1,1,-1.0893797562301784,-1.1350616040269943,-1.0104913646094145,-0.12305785184375591,-0.4996614590845208,-0.5131792324197223,-0.18586874644836204,-1.0374664620381557,-0.38404127330500104,-1.1175920904074985,-1.1519730239216481,-0.46133648899060975,-0.7281725029254713,-0.3845833911206843,0.11235418141609435,0.3584006965742063,0.6130958528832952
Connecticut College,Yes,3035,1546,438,42,93,1630,232,18740,6300,600,500,75.0,95,10.7,40,14773,91,6.053827286751151,5.73805922580465,3.9523125743928875,6.276768658259247,3.6722842271460037,7.214950014994106,82.5078851627005,9.911870086910547,7.890855810096345,2797.1408339686877,58032.99277532507,5.324335193798416,9.990248962005056,1.836335634600541,0.5093904448105436,High,2,1,0.5816940313572803,0.2711166925465524,-0.023822893453505273,0.9446685054628217,-0.13465735898056985,-0.23388199490049744,1.7898416324241522,0.450010288926062,-1.7612021643396472,0.04516955486019143,1.1632240797157132,-0.8450453297697846,1.304593615223782,1.2700914872406441,-1.6145027150418603,1.8145208041217669,0.6130958528832952
